ra_deg	dec_deg	name	r_arcsec	ks_mag	"2s, Dimensionless ""separation"" between isolated galaxy and its nearest significant neighbour"	hrv_kms	T, Morphological type in de Vaucouleurs' scale	N, Number of significant neighbours of the isolated galaxy detected during our additional inspection on DSS	comment	redshift	morph_type	poly_source	logSFR_sed	logSFR_w3	logSFR_w4	SimbadName	luminosity_class	yerkes_class	nuclear_class	mu0	diameter_b25_kpc	diameter_be_kpc	ring_diameter_kpc	abs_mag_b	color_bv	kbi	concentration_c31	luminosity_index	HI	mean_sb_be	MaNGA ID	Plate	IFU	logMstar	bt_r	logSFR_global	Distance (Mpc)	Inclination (°)	R₂₅ (kpc)	log R₂₅	M⋆ (10¹⁰ M☉)	V_rot (km/s)	log V_rot	12+log(O/H)₀	12+log(O/H)_R₂₅	Gradient (dex/R₂₅)	log M_BH (M☉)
84.704625	41.12875	PGC17547	27.7	10.31	78.0	6117.0	3.0			0.0204041157	SB	2mig																																			
84.8589167	-37.9638333	PGC3702051	19.6	11.37	97.0	7663.0	3.0	2.0		0.02556101662	SB	2mig																																			
84.9341667	52.6020833	PGC2816495	29.4	10.96	94.0	6929.0	3.0		IRAS	0.02311265616	SB	2mig																																			
85.4815	18.4923889	UGC03341	30.2	10.24	77.0	4570.0	2.0		Bar,IRAS	0.01524387915	SAB	2mig																																			
86.7578333	-34.2505833	NGC2090	74.7	8.11	96.0	923.0	3.0		IRAS	0.003078796599	SB	2mig																																			
86.7898333	-3.6263889	PGC147965	15.3	11.51	69.0	6346.0	3.0			0.02116797748	SB	2mig																																			
87.045375	-40.6443889	ESO306-027	22.8	11.46	79.0	14085.0	3.0	1.0		0.04698250281	SB	2mig																																			
87.5216667	13.6266111	MCG+02-15-002	27.4	10.2	80.0	7592.0	3.0		IRAS	0.02532418611	SB	2mig																																			
87.8969167	-59.0456111	ESO120-016	56.3	9.89	132.0	3676.0	3.0		IRAS	0.01226181614	SB	2mig																																			
88.789125	-42.8190278	ESO254-004	19.5	11.19	65.0	13006.0	2.0	3.0		0.04338334622	SAB	2mig																																			
89.6057917	68.4610278	UGC03379	44.2	9.94	74.0	4114.0	3.0	1.0	Bar,IRAS,Vc	0.01372282688	SB	2mig																																			
90.0718333	35.7503056	PGC97144	24.8	10.94	60.0	2890.0	3.0		IRAS	0.009640002351	SB	2mig																																			
90.312875	-31.5404167	ESO425-003	22.0	11.25	87.0	13263.0	3.0	1.0		0.04424060595	SB	2mig																																			
90.8805833	-41.2866389	ESO307-015	22.9	10.67	69.0	4721.0	2.0			0.01574756093	SAB	2mig																																			
91.0877083	48.4217222	PGC97149	18.4	11.48	74.0	7914.0	3.0	1.0	Pec,IRAS	0.02639826249	SB	2mig																																			
91.5454167	-0.5423889	2MFGC4918	36.4	10.04	102.0	2073.0	3.0		IRAS	0.006914783693	SB	2mig																																			
91.8244167	-53.1470556	PGC18430	15.6	11.67	62.0	21300.0	3.0			0.07104915228	SB	2mig																																			
92.0454167	-46.8598611	ESO254-025	18.2	11.38	65.0	9138.0	2.0			0.03048108702	SAB	2mig																																			
92.1317083	-36.0769167	ESO364-032	16.3	11.89	68.0	9679.0	2.0	1.0	Bar,ring	0.03228566877	SAB	2mig																																			
92.7777083	-15.4934722	MCG-03-16-018	35.5	10.32	152.0	2063.0	3.0		Pec,IRAS	0.006881427284	SB	2mig																																			
94.0055417	75.9365278	UGC03420	43.5	9.84	69.0	5102.0	3.0		KIG166	0.01701844014	SB	2mig																																			
94.3765	-45.2206944	PGC148662	20.8	11.39	74.0	11966.0	2.0			0.03991427963	SAB	2mig																																			
95.4909583	19.1287778	2MFGC5127	30.1	11.17	73.0	5532.0	3.0		IRAS	0.01845276575	SB	2mig																																			
96.119375	-16.5081389	PGC179348	15.7	11.81	96.0	6263.0	3.0			0.02089111928	SB	2mig																																			
96.2372917	82.3185	UGC03435	26.1	10.34	91.0	4314.0	3.0		IRAS	0.01438995507	SB	2mig																																			
96.2600833	-29.8539444	ESO426-005	20.3	11.22	60.0	11438.0	2.0	1.0		0.03815306121	SAB	2mig																																			
97.3935	-71.1049722	ESO058-001	25.6	10.5	77.0	5266.0	2.0	1.0		0.01756548525	SAB	2mig																																			
97.922125	-58.9450833	ESO121-035	25.9	10.99	102.0	9524.0	3.0		IRAS	0.03176864443	SB	2mig																																			
98.00875	33.1105278	CGCG175-004	23.9	10.89	60.0	5430.0	2.0		Bar,ring,pec	0.01811253037	SAB	2mig																																			
98.3048333	-28.0270833	ESO426-022	19.1	11.09	62.0	11237.0	2.0	1.0	Bar,ring,HII	0.03748259738	SAB	2mig																																			
98.862	48.8440833	UGC03493	36.8	9.81	151.0	5900.0	2.0			0.01968028162	SAB	2mig																																			
99.1422917	-33.3475556	PGC148959	18.0	11.85	68.0	11273.0	2.0	1.0	Pec,HII,IRAS	0.03760268045	SAB	2mig																																			
100.2676667	25.3691389	CGCG115-007	16.3	11.46	101.0	9543.0	3.0			0.0318320216	SB	2mig																																			
100.94875	-51.4887778	ESO206-022	19.9	11.59	62.0	10114.0	3.0		IRAS	0.03373667259	SB	2mig																																			
101.9970833	-57.8152222	ESO122-006	22.1	11.01	67.0	10300.0	2.0	1.0	IRAS	0.03435710181	SAB	2mig																																			
102.39075	44.4312222	CGCG204-20	20.4	10.84	76.0	6415.0	2.0		IRAS	0.02139813671	SAB	2mig																																			
103.6315	30.071	UGC03590	17.0	11.84	70.0	5223.0	2.0			0.01742205269	SAB	2mig																																			
104.41525	39.0873056	UGC03612	23.2	10.84	103.0	5162.0	3.0		Bar,IRAS	0.01721857859	SB	2mig																																			
104.6151667	34.2116667	UGC03619	17.9	11.85	68.0	10956.0	3.0		Bar,ring	0.03654528227	SB	2mig																																			
105.1795417	-21.24675	ESO558-005	28.2	10.4	97.0	8953.0	2.0		Bar,ring,IRAS	0.02986399344	SAB	2mig																																			
105.2636667	1.9112778	UGC03630	54.7	8.72	120.0	1771.0	3.0		Bar,ring,IRAS	0.005907420126	SB	2mig																																			
105.7249583	10.6103611	PGC143087	17.4	11.43	91.0	10477.0	2.0			0.03494751025	SAB	2mig																																			
107.2614583	6.9286667	UGC03707	18.8	11.42	63.0	5969.0	2.0		IRAS	0.01991044084	SAB	2mig																																			
108.1195833	47.1667778	NGC2344	40.0	9.47	80.0	969.0	3.0		Bar,KIG180	0.003232236082	SB	2mig																																			
108.350875	-68.3587778	ESO058-025	41.2	10.7	64.0	7229.0	3.0		IRAS	0.02411334844	SB	2mig																																			
109.636125	-65.7984444	ESO088-009	28.8	11.1	71.0	7105.0	3.0	2.0	IRAS	0.02369972896	SB	2mig																																			
110.9725833	-3.4803056	PGC85957	21.8	11.35	63.0	10817.0	3.0		Bar,IRAS	0.03608162818	SB	2mig																																			
111.2569167	23.78325	NGC2370	32.8	10.02	65.0	5500.0	3.0		Bar,IRAS	0.01834602524	SB	2mig																																			
111.2786667	-63.5340556	ESO088-013	19.9	11.48	78.0	10542.0	2.0	1.0		0.03516432692	SAB	2mig																																			
111.293125	9.5157778	UGC03839	25.8	11.33	64.0	5269.0	3.0		Bar	0.01757549218	SB	2mig																																			
111.6009583	-46.3492778	ESO257-015	21.4	11.61	79.0	9094.0	3.0		Bar,ring,AGN	0.03033431882	SB	2mig																																			
112.054125	58.5067222	UGC03855	51.4	9.28	64.0	3162.0	2.0			0.01054729669	SAB	2mig																																			
112.6889583	-28.3995833	PGC77473	37.1	10.8	88.0	8078.0	2.0			0.02694530761	SAB	2mig																																			
113.3779167	-65.3946111	ESO088-021	21.1	10.78	89.0	6489.0	2.0		IRAS	0.02164497414	SAB	2mig																																			
113.4110417	24.7293333	PGC3097171	17.6	11.57	111.0	5643.0	3.0			0.01882302189	SB	2mig																																			
113.8905	12.304	CGCG058-005	21.0	10.93	76.0	5086.0	3.0			0.01696506988	SB	2mig																																			
114.2632083	22.3528889	UGC03932	27.3	11.03	92.0	4578.0	2.0			0.01527056428	SAB	2mig																																			
115.882125	-51.6824167	ESO208-034	31.4	10.31	73.0	2587.0	2.0	1.0	Bar	0.008629303143	SAB	2mig																																			
116.2482917	-74.5168889	ESO035-016	20.4	11.35	125.0	4830.0	3.0			0.0161111458	SB	2mig																																			
116.384625	-51.1794444	PGC458971	15.4	11.94	68.0	11473.0	3.0	1.0		0.03826980864	SB	2mig																																			
118.5865417	4.4596389	NGC2470	48.3	9.31	78.0	4056.0	2.0		IRAS	0.0135293597	SAB	2mig																																			
119.8340417	-4.7645	PGC151176	18.3	11.46	76.0	11186.0	2.0	1.0		0.03731247969	SAB	2mig																																			
120.5897917	6.8785833	UGC04183	27.0	10.73	64.0	9280.0	2.0	4.0	Bar,ring	0.03095474803	SAB	2mig																																			
120.7827083	23.3918889	NGC2512	29.0	9.92	61.0	4702.0	3.0	1.0	Bar,MRK384,IRAS	0.01568418376	SB	2mig																																			
120.83325	3.0521944	CGCG031-030	17.3	11.14	80.0	10302.0	2.0	1.0		0.03436377309	SAB	2mig																																			
121.09775	-60.1079722	ESO124-009	20.5	11.48	71.0	9149.0	3.0	1.0		0.03051777907	SB	2mig																																			
122.308125	16.9876111	UGC04249	28.1	11.63	71.0	4844.0	3.0			0.01615784477	SB	2mig																																			
123.53575	-0.3707778	CGCG003-018	17.3	11.39	110.0	11864.0	3.0		MRK1213	0.03957404425	SB	2mig																																			
124.4559583	38.7953333	MCG+07-17-027	27.0	10.96	94.0	6379.0	2.0		IRAS	0.02127805363	SAB	2mig																																			
124.5315	26.6338611	MCG+05-20-007	24.9	11.31	68.0	6001.0	2.0	1.0	Bar,ring	0.02001718135	SAB	2mig																																			
124.7615833	83.2663611	UGC04262	28.7	10.5	69.0	5696.0	3.0	2.0	Pec,IRAS	0.01899981086	SB	2mig																																			
126.042	-18.7755	IC2367	72.8	8.8	105.0	2448.0	3.0		Bar,ring,IRAS	0.00816564905	SB	2mig																																			
126.2926667	37.9889444	CGCG179-005	16.5	11.74	70.0	6362.0	3.0			0.02122134774	SB	2mig																																			
126.6253333	-2.3787778	PGC1093790	16.5	11.65	63.0	9992.0	2.0			0.03332972439	SAB	2mig																																			
126.7440417	65.2453611	MCG+11-11-003	19.7	11.21	69.0	14008.0	3.0		Pec	0.04672565846	SB	2mig																																			
126.915625	-14.7819722	PGC23727	22.4	11.43	63.0	9293.0	3.0		Bar,ring	0.03099811137	SB	2mig																																			
127.045625	10.5407222	CGCG060-016	22.6	11.39	67.0	9227.0	3.0	2.0		0.03077795906	SB	2mig																																			
127.4997083	52.6971944	UGC04438	25.6	10.79	65.0	4252.0	2.0		Ring,pec,MRK90,IRAS	0.01418314533	SAB	2mig																																			
128.4052083	13.0558056	CGCG060-023	19.9	11.35	102.0	9104.0	3.0	1.0		0.03036767523	SB	2mig																																			
128.6014167	-31.8221389	ESO431-017	27.2	10.49	78.0	1964.0	2.0		Pec,Fairall1145,IRAS	0.00655119883	SAB	2mig																																			
128.6389583	-2.5468056	NGC2615	44.1	9.56	66.0	4220.0	3.0		Bar,ring,IRAS	0.01407640482	SB	2mig																																			
129.0633333	-17.5354444	PGC881636	19.3	11.63	144.0	10540.0	3.0	2.0		0.03515765563	SB	2mig																																			
129.2735833	-18.2613056	ESO563-001	18.8	11.25	67.0	5938.0	2.0	1.0		0.01980703597	SAB	2mig																																			
129.7825417	-8.8619444	MCG-01-22-031	23.3	11.0	72.0	5979.0	2.0			0.01994379725	SAB	2mig																																			
130.1847917	-4.1217222	NGC2642	57.5	9.75	70.0	4335.0	3.0	1.0	Bar,ring,HII,IRAS	0.01446000353	SB	2mig																																			
130.2241667	19.3548333	UGC04526	30.5	11.02	62.0	4378.0	3.0			0.01460343609	SB	2mig																																			
130.471	32.8681944	UGC04531	29.1	11.21	61.0	7728.0	3.0		Bar,KIG278	0.02577783328	SB	2mig																																			
130.781625	18.2232222	UGC04548	22.6	11.39	65.0	6276.0	3.0	1.0	IRAS	0.02093448261	SB	2mig																																			
130.8529167	8.0795556	CGCG032-053	19.6	11.51	63.0	8904.0	3.0			0.02970054704	SB	2mig																																			
130.8602917	-53.6959444	PGC100041	22.9	11.21	94.0	7831.0	3.0			0.02612140429	SB	2mig																																			
130.9858333	-12.8475	MCG-02-23-001	29.4	10.4	71.0	5715.0	3.0		Bar,ring	0.01906318804	SB	2mig																																			
131.2737083	40.5596111	CGCG208-043	17.9	11.64	70.0	8706.0	3.0		IRAS	0.02904009013	SB	2mig																																			
134.6368333	28.26725	UGC04698	32.1	10.23	90.0	8001.0	2.0		Vc	0.02668846326	SAB	2mig																																			
134.951375	55.7064167	NGC2710	42.2	10.82	75.0	2526.0	3.0		Bar,ring,IRAS	0.008425829045	SB	2mig																																			
135.0652083	40.29675	UGC04716	22.4	11.54	60.0	8674.0	3.0		Bar,IRAS	0.02893334962	SB	2mig																																			
135.2435417	47.7953333	CGCG238-004	22.2	11.31	61.0	3143.0	3.0			0.01048391951	SB	2mig																																			
135.3659583	-9.3228611	2MFGC7043	18.1	11.94	69.0	7226.0	3.0		HII	0.02410334152	SB	2mig																																			
136.1733333	-23.2082778	PGC153428	16.0	11.88	61.0	12988.0	2.0	2.0	Pec	0.04332330468	SAB	2mig																																			
137.1907917	-38.6078611	ESO314-005	43.1	9.75	102.0	4858.0	2.0		IRAS	0.01620454374	SAB	2mig																																			
137.198	29.86475	NGC2766	32.6	10.57	96.0	4184.0	2.0		Bar,ring	0.01395632174	SAB	2mig																																			
137.7060417	-8.8906944	UGCA150	110.1	7.7	153.0	1836.0	3.0		Bar,HII,IRAS	0.006124236788	SB	2mig																																			
137.7137917	2.9770556	UGC04826	28.4	10.89	66.0	7872.0	2.0		KIG310	0.02625816557	SAB	2mig																																			
138.002125	-26.8278611	ESO497-022	26.1	10.87	61.0	2423.0	3.0		HII,IRAS	0.008082258027	SB	2mig																																			
138.0605417	44.9548889	NGC2776	44.8	9.36	112.0	2629.0	3.0		Bar,KIG314,IRAS	0.008769400063	SB	2mig																																			
138.7317917	46.9033889	UGC04870	26.4	10.47	61.0	4252.0	2.0	2.0	Bar,IRAS	0.01418314533	SAB	2mig																																			
139.1999583	-26.8162222	NGC2821	44.9	9.56	69.0	2436.0	3.0		IRAS	0.008125621359	SB	2mig																																			
139.2084167	0.5725556	CGCG006-025	16.2	11.9	63.0	8532.0	3.0			0.0284596886	SB	2mig																																			
139.886375	-10.4986944	MCG-02-24-010	22.1	11.2	80.0	11345.0	3.0	1.0	Bar,ring,MRK1231,IRAS	0.0378428466	SB	2mig																																			
139.99175	37.1910278	IC2461	40.5	10.11	70.0	2260.0	3.0		IRAS	0.007538548551	SB	2mig																																			
140.044	-7.3844167	PGC165529	15.2	11.22	62.0	7473.0	2.0	1.0	IRAS	0.02492724483	SAB	2mig																																			
140.2113333	13.1911667	CGCG062-022	25.5	10.67	97.0	5062.0	3.0	1.0		0.0168850145	SB	2mig																																			
140.5732917	4.7083056	UGC04980	19.4	11.54	78.0	8326.0	3.0		Bar	0.02777254657	SB	2mig																																			
140.89925	53.6019444	CGCG265-011	19.7	10.92	62.0	7672.0	2.0			0.02559103738	SAB	2mig																																			
141.8479583	30.4406389	IC2473	27.1	10.79	63.0	8072.0	3.0		Bar,ring,KIG336,IRAS	0.02692529376	SB	2mig																																			
142.318375	-20.3792778	ESO565-011	32.0	10.16	101.0	4787.0	3.0		Bar,ring,IRAS	0.01596771324	SB	2mig																																			
142.549	55.8523611	UGC05055	22.3	10.94	82.0	7539.0	3.0		Bar,KIG339,MRK114,IRAS,Vc	0.02514739714	SB	2mig																																			
142.7862083	-70.8984722	PGC271427	17.2	11.73	65.0	5068.0	2.0			0.01690502834	SAB	2mig																																			
142.7960417	52.6351944	CGCG265-023	16.6	11.72	74.0	7252.0	3.0		Bar,ring	0.02419006818	SB	2mig																																			
143.6119167	-2.5041389	NGC2917	38.0	10.05	85.0	3675.0	3.0			0.0122584805	SB	2mig																																			
143.6216667	-9.4508056	2MFGC7416	20.2	11.31	75.0	9094.0	2.0	2.0		0.03033431882	SAB	2mig																																			
143.660875	5.8414167	UGC05100	33.6	11.12	98.0	5514.0	3.0		Bar,pec,IRAS	0.01839272421	SB	2mig																																			
144.2185417	37.69475	NGC2922	30.5	11.12	77.0	4366.0	2.0		Bar,KIG355,IRAS,Vc	0.0145634084	SAB	2mig																																			
144.3008333	36.6200833	UGC05120	16.4	11.66	72.0	11929.0	3.0			0.03979086092	SB	2mig																																			
144.9333333	28.2085833	CGCG152-043	16.0	11.89	82.0	8946.0	3.0			0.02984064396	SB	2mig																																			
144.9417083	-11.3456944	MCG-02-25-011	31.1	10.81	74.0	4422.0	3.0		Bar,ring,IRAS	0.01475020429	SB	2mig																																			
145.3191667	35.8821111	NGC2955	33.5	10.17	61.0	7010.0	2.0		Ring,KIG361,IRAS	0.02338284307	SAB	2mig																																			
145.7590417	37.8230833	UGC05184	27.4	10.84	81.0	6577.0	3.0		Bar,KIG366,IRAS	0.02193851054	SB	2mig																																			
147.0881667	-34.2246389	ESO373-030	18.1	11.63	68.0	9463.0	3.0		Ring	0.03156517033	SB	2mig																																			
147.2270417	24.8746944	CGCG122-093	15.1	11.93	98.0	12994.0	3.0		KIG372	0.04334331853	SB	2mig																																			
147.5754583	-23.0253056	ESO499-009	33.7	10.03	121.0	2077.0	2.0		Bar,ring	0.006928126257	SAB	2mig																																			
147.6897083	22.7545556	UGC05278	19.8	11.59	61.0	8583.0	3.0	1.0	Bar	0.02862980629	SB	2mig																																			
147.7342917	62.1857778	UGC05268	21.7	11.23	109.0	7369.0	2.0		KIG374,Vc	0.02458033818	SAB	2mig																																			
147.89125	-12.9958333	MCG-02-25-024	19.9	11.41	68.0	9907.0	3.0		HII,IRAS	0.03304619491	SB	2mig																																			
147.9143333	-13.7116667	MCG-02-25-025	21.1	11.42	71.0	4000.0	3.0	1.0	Pec	0.01334256381	SB	2mig																																			
147.9165	65.4910556	UGC05277	30.6	10.86	62.0	3365.0	3.0		Bar,ring,KIG376,IRAS	0.0112244318	SB	2mig																																			
147.9377917	3.2723889	CGCG035-071	15.1	11.72	62.0	10352.0	2.0			0.03453055513	SAB	2mig																																			
147.97925	-6.8229167	NGC3035	32.0	9.97	60.0	4350.0	3.0		Bar,ring,IRAS	0.01451003814	SB	2mig																																			
148.3891667	-19.5830833	ESO566-024	31.5	10.22	81.0	3502.0	2.0	2.0	Bar,ring,HII,IRAS	0.01168141461	SAB	2mig																																			
148.5888333	-22.7497778	ESO499-017	23.0	11.55	65.0	2553.0	2.0			0.00851589135	SAB	2mig																																			
148.706875	9.2716389	NGC3049	44.2	10.4	71.0	1455.0	2.0		Bar,ring,HII,KIG383,MRK710,IRAS,Vc	0.004853357585	SAB	2mig																																			
149.0229583	-4.5104167	PGC170069	15.8	11.61	61.0	10801.0	3.0		HII	0.03602825792	SB	2mig																																			
149.023875	75.0143333	UGC05317	43.1	10.4	80.0	7984.0	2.0		Bar,IRAS	0.02663175736	SAB	2mig																																			
149.4067917	-18.1787222	NGC3076	18.0	10.91	76.0	3619.0	2.0		Pec	0.01207168461	SAB	2mig																																			
149.6510417	-68.311	ESO061-020	21.0	11.79	64.0	5167.0	2.0	1.0	IRAS09574-6804	0.0172352568	SAB	2mig																																			
150.128	-2.1611944	UGC05380	22.8	10.94	61.0	6233.0	2.0		Bar,ring	0.02079105005	SAB	2mig																																			
150.9335833	-80.4216111	NGC3149	35.8	9.58	113.0	2014.0	3.0		IRAS	0.006717980877	SB	2mig																																			
151.5705417	3.8276944	MCG+01-26-015	19.1	11.04	95.0	6806.0	2.0	1.0		0.02270237232	SAB	2mig																																			
152.0860417	31.8626944	NGC3126	62.5	9.3	90.0	5188.0	3.0		KIG400,IRAS,Vc	0.01730530526	SB	2mig																																			
152.1515	18.23125	NGC3131	40.4	9.76	80.0	5098.0	3.0		Bar,IRAS	0.01700509757	SB	2mig																																			
152.5089583	-24.3283889	ESO500-005	22.1	10.94	67.0	9566.0	3.0		Bar,ring	0.03190874135	SB	2mig																																			
152.9720833	16.4401944	UGC05495	44.2	10.33	87.0	8250.0	3.0		IRAS	0.02751903785	SB	2mig																																			
153.073375	27.862	UGC05499	34.3	10.51	63.0	4754.0	3.0		Bar,ring,IRAS10094+2806	0.01585763709	SB	2mig																																			
153.829625	28.4600278	CGCG153-034	15.9	11.76	91.0	6294.0	2.0			0.02099452415	SAB	2mig																																			
154.810125	-21.1404444	ESO567-047	18.1	11.68	74.0	9885.0	2.0		Bar,ring	0.03297281081	SAB	2mig																																			
155.781625	-42.2375278	ESO317-020	21.2	10.1	68.0	2585.0	3.0		IRAS	0.008622631861	SB	2mig																																			
155.9664583	31.6373611	CGCG154-007	19.8	11.81	92.0	8825.0	3.0		KIG411	0.0294370314	SB	2mig																																			
155.992375	68.3826389	MCG+11-13-024	21.0	11.24	65.0	11466.0	2.0			0.03824645916	SAB	2mig																																			
156.891625	34.0680278	PGC2043331	17.5	11.65	61.0	16850.0	3.0			0.05620555004	SB	2mig																																			
157.1002917	59.7641389	CGCG290-042	15.6	11.65	78.0	9289.0	2.0			0.0309847688	SAB	2mig																																			
157.8262917	-18.5429167	ESO568-013	24.5	10.93	77.0	9923.0	3.0	1.0	Bar,HII,IRAS	0.03309956517	SB	2mig																																			
157.9884167	-63.7085	ESO092-022	28.1	10.65	68.0	3762.0	3.0		IRAS	0.01254868126	SB	2mig																																			
158.9387917	-3.8658611	MCG-01-27-024	21.9	11.29	78.0	11122.0	3.0			0.03709899867	SB	2mig																																			
159.0631667	-8.3339167	IC0624	38.6	9.59	71.0	5040.0	2.0		Bar	0.0168116304	SAB	2mig																																			
159.2058333	-18.1063611	ESO568-019	27.8	10.8	89.0	6085.0	2.0		Bar,ring,HII,IRAS	0.02029737519	SAB	2mig																																			
160.2442917	-21.7843056	ESO568-020	21.3	11.69	107.0	3668.0	3.0		IRAS	0.01223513101	SB	2mig																																			
160.87975	24.9221944	NGC3344	93.5	7.7	136.0	580.0	3.0		Bar,ring,KIG435,IRAS	0.001934671752	SB	2mig																																			
161.1592083	56.3697222	MCG+09-18-016	25.1	10.96	65.0	7195.0	2.0		IRAS	0.02399993665	SAB	2mig																																			
161.2715417	-64.0638333	2MASX	33.8	11.3	90.0	7466.0	3.0			0.02490389535	SB	2mig																																			
161.3432917	55.9603611	NGC3353	22.6	10.82	61.0	944.0	3.0		Pec,HII,MRK35,IRAS	0.003148845059	SB	2mig																																			
161.8030417	-28.9211667	MCG-05-26-006	15.2	11.43	67.0	10242.0	3.0	1.0	Bar,HII,IRAS	0.03416363463	SB	2mig																																			
162.1034167	34.71125	NGC3381	38.2	10.85	67.0	1629.0	3.0	1.0	Bar,pec,IRAS	0.005433759111	SB	2mig																																			
162.6417083	-30.3671667	PGC3761453	17.7	11.81	79.0	11901.0	3.0	1.0		0.03969746297	SB	2mig																																			
162.7435	-2.1503056	IC0651	21.3	10.3	63.0	4468.0	2.0		Bar,pec,KIG444,IRAS	0.01490364377	SAB	2mig																																			
163.1042083	59.6855278	CGCG291-008	15.4	11.45	63.0	8356.0	3.0	1.0	KIG446,IRAS	0.02787261579	SB	2mig																																			
163.7415	-73.8983611	2MASX	30.6	10.56	80.0	4061.0	3.0		Fairall1370	0.01354603791	SB	2mig																																			
163.8056667	-26.1407222	NGC3463	31.2	10.15	104.0	3978.0	3.0		IRAS	0.01326917971	SB	2mig																																			
163.958375	31.39225	CGCG155-038	23.3	11.05	64.0	10511.0	3.0		Vc	0.03506092205	SB	2mig																																			
164.240375	-14.3005	NGC3469	35.9	9.89	66.0	4644.0	2.0		Bar,ring	0.01549071658	SAB	2mig																																			
164.859	-7.5436111	NGC3481	27.0	10.72	73.0	2511.0	3.0	1.0	Bar,ring,IRAS	0.00837579443	SB	2mig																																			
165.02025	-16.1061111	PGC33145	15.7	12.0	67.0	5568.0	3.0	2.0		0.01857284882	SB	2mig																																			
165.1354167	2.1159167	UGC06087	26.6	11.45	67.0	11824.0	3.0		Bar,ring,Vc	0.03944061862	SB	2mig																																			
165.15175	-8.9438333	PGC997240	16.7	11.34	70.0	8355.0	2.0	2.0		0.02786928015	SAB	2mig																																			
165.1550417	11.4154722	MCG+02-28-040	21.1	10.76	103.0	8200.0	2.0		Vc	0.02735225581	SAB	2mig																																			
165.3039167	32.1470556	FGC1182	23.3	11.43	76.0	13736.0	2.0	1.0		0.04581836412	SAB	2mig																																			
165.4099167	-70.9530556	ESO063-003	44.5	9.42	100.0	3819.0	3.0	2.0	Ring	0.0127388128	SB	2mig																																			
165.5074583	-40.60025	ESO318-031	21.9	10.89	94.0	4838.0	2.0		Bar,ring,pec	0.01613783093	SAB	2mig																																			
165.5724167	-42.3723056	ESO318-032	25.0	10.57	80.0	5901.0	3.0			0.01968361726	SB	2mig																																			
165.8554583	39.255	UGC06121	19.2	11.97	82.0	6457.0	3.0		KIG457	0.02153823363	SB	2mig																																			
166.4320417	-10.6658056	PGC156264	15.9	11.82	61.0	8059.0	2.0			0.02688193043	SAB	2mig																																			
166.5189583	43.33125	UGC06149	23.1	11.35	61.0	3207.0	2.0			0.01069740053	SAB	2mig																																			
167.484875	79.0028333	CGCG351-056	15.0	11.92	79.0	11884.0	3.0	1.0	Pec,VIIZw373,IRAS	0.03964075707	SB	2mig																																			
167.6450417	-49.1025833	ESO215-031	44.5	9.29	80.0	2722.0	3.0	1.0	Bar,ring,IRAS	0.009079614671	SB	2mig																																			
167.699875	-28.5010833	ESO438-009	15.1	10.64	71.0	7199.0	2.0	2.0	Bar,ring,Sy1.5,IRAS	0.02401327921	SAB	2mig																																			
168.6545417	-39.8611389	PGC593194	15.5	11.82	80.0	17432.0	3.0	1.0		0.05814689307	SB	2mig																																			
169.4036667	-3.1708333	CGCG011-044	16.4	11.57	83.0	8811.0	2.0			0.02939033243	SAB	2mig																																			
169.9322917	-35.1663056	PGC652464	17.7	11.92	63.0	9505.0	3.0	1.0		0.03170526725	SB	2mig																																			
171.0114583	-28.3876389	PGC35009	17.0	11.42	78.0	4084.0	3.0		IRAS	0.01362275765	SB	2mig																																			
171.3035	-26.7366944	NGC3673	95.9	8.72	86.0	1940.0	3.0		Bar,IRAS	0.006471143447	SB	2mig																																			
171.44075	-48.1416944	ESO216-008	38.6	10.37	80.0	5570.0	3.0		Bar,IRAS	0.0185795201	SB	2mig																																			
172.1009167	33.6276944	2MFGC8975	17.4	11.67	61.0	10201.0	3.0			0.03402687335	SB	2mig																																			
172.6865	-15.2884167	MCG-02-29-39	31.4	10.6	68.0	6570.0	3.0	1.0	Bar,ring,IRAS	0.02191516105	SB	2mig																																			
172.710375	54.3944722	MCG+09-19-099	15.3	11.87	64.0	5700.0	2.0	1.0	IRAS	0.01901315343	SAB	2mig																																			
172.9907917	-2.9216944	MCG+00-30-003	21.4	11.59	79.0	1565.0	2.0		IRAS	0.00522027809	SAB	2mig																																			
173.3158333	24.4470278	NGC3728	21.0	10.54	66.0	6976.0	2.0			0.02326943128	SAB	2mig																																			
173.5972083	-2.52925	CGCG012-025	19.2	11.53	79.0	11592.0	3.0		Bar,ring	0.03866674992	SB	2mig																																			
174.064	-70.8074722	ESO063-016	15.5	11.73	90.0	7704.0	3.0		IRAS	0.02569777789	SB	2mig																																			
174.6402917	25.3981111	PGC1735060	16.7	11.8	66.0	7602.0	3.0			0.02535754252	SB	2mig																																			
174.7957917	39.3336944	UGC06613	22.7	11.27	64.0	7129.0	3.0		Bar,IRAS,Vc	0.02377978435	SB	2mig																																			
174.8934167	-21.9984722	ESO571-014	18.5	11.47	66.0	11523.0	3.0	1.0		0.03843659069	SB	2mig																																			
175.1353333	35.6076944	PGC3774965	15.3	11.72	62.0	13763.0	2.0			0.04590842642	SAB	2mig																																			
175.2000417	-69.1287222	2MFGC09153	19.9	11.19	106.0	7491.0	2.0			0.02498728637	SAB	2mig																																			
