ra_deg	dec_deg	name	r_arcsec	ks_mag	"2s, Dimensionless ""separation"" between isolated galaxy and its nearest significant neighbour"	hrv_kms	T, Morphological type in de Vaucouleurs' scale	N, Number of significant neighbours of the isolated galaxy detected during our additional inspection on DSS	comment	redshift	morph_type	poly_source	logSFR_sed	logSFR_w3	logSFR_w4	SimbadName	luminosity_class	yerkes_class	nuclear_class	mu0	diameter_b25_kpc	diameter_be_kpc	ring_diameter_kpc	abs_mag_b	color_bv	kbi	concentration_c31	luminosity_index	HI	mean_sb_be	MaNGA ID	Plate	IFU	logMstar	bt_r	logSFR_global	Distance (Mpc)	Inclination (°)	R₂₅ (kpc)	log R₂₅	M⋆ (10¹⁰ M☉)	V_rot (km/s)	log V_rot	12+log(O/H)₀	12+log(O/H)_R₂₅	Gradient (dex/R₂₅)	log M_BH (M☉)
175.2448333	-22.4772222	ESO571-015	31.5	11.07	113.0	7087.0	3.0		IRAS	0.02363968743	SB	2mig																																			
176.37625	-43.5738056	ESO266-023	37.4	11.14	76.0	10390.0	3.0	1.0	Bar,ring,AM1143-431	0.03465730949	SB	2mig																																			
176.6509583	-41.3753056	ESO320-021	18.6	11.54	83.0	7025.0	3.0		IRAS	0.02343287769	SB	2mig																																			
176.7834583	16.2488056	UGC06759	16.8	11.8	76.0	20679.0	3.0			0.06897771925	SB	2mig																																			
176.9320417	1.8261944	UGC06769	18.1	11.33	110.0	8539.0	3.0		Bar,ring,NLAGN,KIG499	0.02848303809	SB	2mig																																			
177.00075	4.4881111	UGC06771	36.1	10.2	62.0	5965.0	2.0		Bar,ring,pec,KIG500	0.01989709828	SAB	2mig																																			
177.014	30.3593056	NGC3891	29.6	9.89	85.0	6287.0	3.0	1.0		0.02097117467	SB	2mig																																			
177.6394583	77.8328056	UGC06798	27.3	10.69	66.0	7618.0	2.0		IRAS	0.02541091277	SAB	2mig																																			
178.424	46.2118333	CGCG243-024	15.2	11.84	71.0	7385.0	3.0		Bar,ring,MRK42	0.02463370843	SB	2mig																																			
179.215	8.7143889	2MFGC9385	17.7	11.88	68.0	10488.0	3.0		IRAS,Vc	0.0349842023	SB	2mig																																			
179.6146667	10.0213611	NGC4012	34.4	10.55	87.0	4182.0	3.0			0.01394965046	SB	2mig																																			
180.7247917	-16.3735833	NGC4050	84.2	8.86	97.0	1762.0	3.0		Bar,ring,IRAS	0.005877399357	SB	2mig																																			
180.7982083	19.7287222	NGC4053	29.7	10.05	66.0	7177.0	2.0			0.02393989511	SAB	2mig																																			
180.928125	-10.3179722	PGC979714	18.3	11.68	77.0	14541.0	3.0	2.0		0.04850355508	SB	2mig																																			
181.4837917	77.5050556	UGC07086	48.2	10.38	84.0	2009.0	3.0		IRAS	0.006701302673	SB	2mig																																			
181.595	-44.4484444	ESO267-016	22.6	10.87	75.0	3108.0	2.0		Pec,IRAS	0.01036717208	SAB	2mig																																			
182.221625	-9.0364444	NGC4129	47.9	9.7	150.0	1177.0	2.0		Bar,IRAS	0.0039260494	SAB	2mig																																			
182.6562917	16.0329167	NGC4152	34.2	9.75	66.0	2167.0	3.0		Bar,HII,MRK759,IRAS	0.007228333943	SB	2mig																																			
183.0770417	-50.9591667	2MFGC09607	23.9	11.47	86.0	12684.0	3.0			0.04230926983	SB	2mig																																			
183.1531667	-9.1585833	NGC4176	17.8	11.94	70.0	5614.0	3.0	1.0		0.0187262883	SB	2mig																																			
183.7055417	33.01975	MCG+06-27-037	16.3	11.65	62.0	15831.0	3.0			0.05280653191	SB	2mig																																			
183.7829583	-30.7664444	ESO441-022	49.0	9.84	77.0	6481.0	3.0		Bar	0.02161828901	SB	2mig																																			
184.508625	-20.8532222	ESO573-007	22.1	11.17	108.0	9699.0	3.0			0.03235238159	SB	2mig																																			
184.5841667	-70.3578333	2MFGC9692	16.3	11.99	71.0	12717.0	3.0			0.04241934599	SB	2mig																																			
184.9257917	-12.2255278	NGC4263	31.1	10.2	65.0	4176.0	3.0	1.0	Bar,IRAS	0.01392963662	SB	2mig																																			
185.4543333	-24.1682222	ESO506-004	54.4	9.25	100.0	4022.0	2.0	1.0	Bar,ring,LINER	0.01341594791	SAB	2mig																																			
185.599625	-21.1942778	ESO573-016	24.8	11.23	71.0	6068.0	3.0		Bar,ring	0.0202406693	SB	2mig																																			
185.9748333	-3.4428889	NGC4348	65.6	8.99	123.0	2012.0	3.0		Pec,KIG527,IRAS	0.006711309595	SB	2mig																																			
186.8356667	-17.9101944	ESO573-024	17.2	11.74	62.0	8131.0	2.0	3.0		0.02712209658	SAB	2mig																																			
187.0675417	-35.9784444	MCG-06-27-031	19.0	10.77	66.0	8415.0	3.0	1.0	Bar,ring,HII,IRAS	0.02806941861	SB	2mig																																			
187.337875	-23.1666111	NGC4462	72.0	8.57	111.0	1792.0	2.0	1.0	Bar,ring,IRAS	0.005977468586	SAB	2mig																																			
187.449875	-54.3635278	ESO172-003	25.7	10.6	75.0	5976.0	3.0	1.0	IRAS	0.01993379033	SB	2mig																																			
187.6135833	18.8098056	IC3434	16.6	11.82	64.0	14486.0	3.0			0.04832009483	SB	2mig																																			
188.4125417	-21.6621389	ESO574-008	27.8	10.65	82.0	6891.0	2.0		Pec	0.0229859018	SAB	2mig																																			
188.96225	-13.0899444	MCG-02-32-017	27.2	11.05	96.0	4375.0	3.0	1.0	IRAS	0.01459342916	SB	2mig																																			
189.0005417	54.2208333	NGC4566	22.7	10.39	97.0	5351.0	3.0		KIG539,Vc	0.01784901473	SB	2mig																																			
189.3646667	-52.2660556	PGC446467	25.6	10.67	65.0	15622.0	3.0	1.0		0.05210938295	SB	2mig																																			
189.7777083	-59.5978056	2MFGC09958	28.1	10.7	63.0	5174.0	2.0			0.01725860629	SAB	2mig																																			
190.2745	50.3934444	NGC4617	50.2	9.91	84.0	4654.0	3.0		KIG545,IRAS	0.01552407299	SB	2mig																																			
190.3337917	30.1218056	CGCG159-056	19.4	11.26	76.0	8184.0	2.0		Bar,ring,KIG544	0.02729888555	SAB	2mig																																			
190.8324167	58.9648889	NGC4652	20.4	11.27	130.0	12900.0	3.0			0.04302976828	SB	2mig																																			
191.0611667	-16.3094167	2MFGC10032	30.6	10.9	60.0	12686.0	2.0	1.0		0.04231594112	SAB	2mig																																			
191.1092083	37.1213056	NGC4662	46.1	10.17	88.0	6995.0	2.0		Bar,KIG550,Vc	0.02333280846	SAB	2mig																																			
191.2214167	18.7550556	IC3721	24.0	10.41	74.0	6611.0	2.0		IRAS	0.02205192233	SAB	2mig																																			
191.5477083	48.6675278	MCG+08-23-090	18.3	11.5	65.0	9248.0	3.0		Vc	0.03084800752	SB	2mig																																			
191.602875	-29.7231389	ESO442-021	22.8	11.22	64.0	9079.0	3.0		Bar	0.0302842842	SB	2mig																																			
192.3430833	9.8177222	CGCG071-050	17.4	11.75	72.0	13553.0	3.0		KIG552,IRAS	0.04520794182	SB	2mig																																			
192.8730417	31.8144722	2MFGC10140	18.7	11.68	67.0	7370.0	3.0	1.0	IRAS	0.02458367382	SB	2mig																																			
193.9759583	63.6118333	UGC08059	39.2	10.27	96.0	2762.0	3.0	2.0	IRAS	0.009213040309	SB	2mig																																			
194.6324167	8.2175556	CGCG043-086	17.9	11.32	65.0	8321.0	2.0	1.0		0.02775586836	SAB	2mig																																			
194.7834167	-10.9141111	PGC170223	24.4	10.89	63.0	6400.0	3.0			0.02134810209	SB	2mig																																			
194.947125	21.8130556	IC0841	17.7	10.86	67.0	7156.0	3.0		Bar,IRAS	0.02386984665	SB	2mig																																			
195.5761667	32.8907778	UGC08145	33.4	10.51	85.0	7579.0	2.0		Bar	0.02528082278	SAB	2mig																																			
196.5764167	10.3768333	UGC08192	15.7	11.5	69.0	9668.0	3.0	1.0	Ring,pec	0.03224897672	SB	2mig																																			
197.6145	18.4381111	UGC08248	28.3	10.53	74.0	3707.0	3.0	1.0	IRAS	0.01236522101	SB	2mig																																			
197.673375	20.53675	IC0856	23.9	11.1	78.0	4049.0	3.0	1.0	Bar,IRAS	0.01350601021	SB	2mig																																			
198.0792083	70.6493333	NGC5034	17.9	11.16	71.0	8691.0	3.0		IRAS	0.02899005551	SB	2mig																																			
198.1864583	31.8093056	NGC5025	37.5	10.71	64.0	6343.0	3.0		IRAS	0.02115797056	SB	2mig																																			
198.4387083	24.9823889	CGCG130-021	17.8	11.37	81.0	7253.0	3.0		Bar,ring,IRAS	0.02419340382	SB	2mig																																			
199.071375	25.4066944	IC4215	27.3	10.58	118.0	3891.0	2.0		IRAS	0.01297897894	SAB	2mig																																			
199.3175833	6.0374722	NGC5060	31.0	10.52	68.0	6238.0	3.0		Bar,IRAS	0.02080772826	SB	2mig																																			
199.4383333	27.56975	UGC08359	19.6	11.06	78.0	6995.0	2.0		IRAS	0.02333280846	SAB	2mig																																			
199.7842917	28.5067778	NGC5081	45.6	10.36	64.0	6649.0	3.0		Ring,KIG581,Vc	0.02217867669	SB	2mig																																			
200.360375	-8.1911667	PGC1006959	17.6	11.76	120.0	14414.0	3.0			0.04807992868	SB	2mig																																			
201.6182083	-53.9111667	PGC166303	22.9	11.22	63.0	5183.0	2.0		Bar,ring	0.01728862705	SAB	2mig																																			
201.9405	54.7990833	UGC08462	30.0	10.63	74.0	9916.0	2.0			0.03307621568	SAB	2mig																																			
202.4852083	50.8838056	UGC08495	16.0	11.99	63.0	7621.0	3.0		Ring,KIG587	0.0254209197	SB	2mig																																			
202.6400833	-6.0923056	MCG-01-34-017	15.2	11.07	85.0	8817.0	2.0			0.02941034627	SAB	2mig																																			
202.6605417	18.1345	NGC5190	22.8	10.52	64.0	4129.0	3.0		Bar,IRAS	0.01377286149	SB	2mig																																			
203.332	-53.3547222	ESO174-001	48.0	9.8	89.0	1382.0	2.0		Bar,pec,IRAS	0.004609855796	SAB	2mig																																			
203.519	-17.6286667	PGC159265	16.1	11.59	62.0	14548.0	2.0	3.0		0.04852690457	SAB	2mig																																			
203.6635417	4.1299167	NGC5213	20.3	11.5	63.0	6871.0	3.0		Vc	0.02291918898	SB	2mig																																			
203.9510417	2.9987778	NGC5231	20.7	10.37	63.0	6523.0	2.0		Bar,IRAS,Vc	0.02175838593	SAB	2mig																																			
203.9844167	-14.3466111	PGC925746	15.7	11.97	75.0	6573.0	3.0	1.0	Bar,ring,IRAS	0.02192516798	SB	2mig																																			
204.0050417	49.9606944	IC0902	34.8	10.5	83.0	1618.0	3.0		IRAS	0.00539706706	SB	2mig																																			
204.1695833	20.2	UGC08598	27.9	10.89	115.0	4909.0	3.0		KIG593	0.01637466143	SB	2mig																																			
204.396	-21.2162778	PGC170278	15.8	11.65	65.0	15678.0	2.0	1.0		0.05229617885	SAB	2mig																																			
205.0378333	36.861	NGC5265	19.9	11.14	63.0	5742.0	3.0		IRAS	0.01915325035	SB	2mig																																			
207.781	24.0181667	CGCG132-024	18.6	11.49	69.0	8467.0	2.0			0.02824287194	SAB	2mig																																			
208.2355417	2.8143333	NGC5335	37.5	10.28	64.0	4650.0	3.0		Bar,ring	0.01551073043	SB	2mig																																			
208.2841667	-16.9603056	MCG-03-35-020	31.0	10.57	86.0	6284.0	3.0	1.0		0.02096116774	SB	2mig																																			
208.324375	33.49075	NGC5347	41.3	9.82	60.0	2384.0	2.0		Bar,ring,Sy2,IRAS,Vc	0.00795216803	SAB	2mig																																			
209.23325	29.1642778	NGC5375	56.2	9.44	102.0	2385.0	2.0		Bar,ring,KIG605,IRAS,Vc	0.00795550367	SAB	2mig																																			
209.3143333	24.2575	UGC08873	22.8	11.21	69.0	8891.0	3.0	1.0		0.0296571837	SB	2mig																																			
211.3355833	-84.27275	IC4333	38.9	10.44	165.0	2716.0	3.0		IRAS	0.009059600826	SB	2mig																																			
211.7852083	-4.2380278	PGC184399	17.6	11.51	62.0	8189.0	3.0	1.0		0.02731556376	SB	2mig																																			
212.15	-53.3528611	ESO175-002	43.5	9.73	60.0	3914.0	3.0			0.01305569869	SB	2mig																																			
213.149	47.2531667	MCG+08-26-014	16.3	11.67	62.0	8417.0	2.0	2.0	Ring	0.02807608989	SAB	2mig																																			
213.29125	-65.339	ESO097-013	259.5	5.04	156.0	434.0	2.0		IRAS	0.001447668173	SAB	2mig																																			
213.5249583	-18.3707778	ESO579-004	18.0	11.72	65.0	15076.0	3.0	3.0		0.05028812299	SB	2mig																																			
213.7098333	15.1466667	NGC5522	39.9	9.98	67.0	4575.0	2.0		IRAS	0.01526055736	SAB	2mig																																			
214.4177083	-7.4175	NGC5534	35.7	9.74	72.0	2623.0	2.0	2.0	Bar,pec,HII,MRK1379,VV615,IRAS	0.008749386217	SAB	2mig																																			
215.3045417	-46.2978889	IC4402	90.7	8.25	93.0	1653.0	3.0		IRAS	0.005513814494	SB	2mig																																			
215.3047083	29.9935278	IC4408	20.9	10.65	68.0	9090.0	3.0	1.0	IRAS	0.03032097625	SB	2mig																																			
215.4756667	7.8824722	CGCG047-026	15.3	11.44	71.0	7545.0	3.0	1.0	Bar,ring	0.02516741098	SB	2mig																																			
215.890375	-39.6125278	PGC596161	15.7	11.77	63.0	11560.0	3.0	1.0	HII	0.0385600094	SB	2mig																																			
216.209	-38.80325	ESO326-020	31.0	10.68	94.0	4408.0	3.0		Bar	0.01470350532	SB	2mig																																			
216.5511667	-11.9045278	MCG-02-37-004	20.2	11.38	93.0	12422.0	3.0	1.0	Bar,HII,Sy2,IRAS	0.04143533191	SB	2mig																																			
216.676	-49.6724444	ESO222-005	44.3	10.05	66.0	3998.0	2.0	1.0	Bar,ring	0.01333589253	SAB	2mig																																			
217.9954583	-55.4666667	ESO175-009	37.2	9.05	98.0	3105.0	3.0	1.0	Bar,IRAS	0.01035716516	SB	2mig																																			
218.3183333	41.6503333	IC1028	26.5	10.58	81.0	5327.0	3.0		Vc	0.01776895935	SB	2mig																																			
218.9285833	8.3005	NGC5681	21.0	11.19	68.0	7937.0	3.0		IRAS	0.02647498224	SB	2mig																																			
219.311	38.4541667	NGC5698	27.6	10.53	64.0	3679.0	3.0		Bar,ring,HII,IRAS	0.01227182306	SB	2mig																																			
219.888	62.0029722	IC1049	26.3	11.04	68.0	6720.0	3.0	1.0	Bar,ring,KIG641	0.0224155072	SB	2mig																																			
220.8802083	49.3931389	CGCG248-019	18.1	11.26	62.0	9032.0	3.0		IZw94,Vc	0.03012750908	SB	2mig																																			
220.88175	48.1995278	MCG+08-27-021	16.1	11.86	65.0	11096.0	3.0	1.0		0.037012272	SB	2mig																																			
221.6395	-38.7014444	ESO327-017	19.3	11.16	74.0	8026.0	2.0	1.0		0.02677185428	SAB	2mig																																			
221.721875	-27.7150278	ESO447-036	42.1	9.8	92.0	4817.0	3.0		AM1443-273	0.01606778247	SB	2mig																																			
222.1115833	34.9981111	UGC09537	49.9	10.1	130.0	8822.0	3.0		IRAS,Vc	0.02942702448	SB	2mig																																			
222.765125	79.6088056	CGCG353-047	20.7	11.23	62.0	6863.0	3.0	1.0		0.02289250385	SB	2mig																																			
222.9118333	40.5992222	NGC5772	38.4	9.65	112.0	4900.0	3.0		Ring,KIG653,IRAS,Vc	0.01634464066	SB	2mig																																			
223.0432083	-10.7403889	MCG-02-38-022	24.4	10.22	110.0	2570.0	3.0		Pec,IRAS	0.008572597247	SB	2mig																																			
223.2627917	-13.9686389	PGC160214	15.6	11.31	75.0	8021.0	3.0	1.0		0.02675517608	SB	2mig																																			
224.2917917	-54.3921667	ESO176-006	55.9	8.53	100.0	2876.0	3.0		IRAS	0.009593303378	SB	2mig																																			
224.470625	-2.2640278	2MFGC12128	19.5	11.76	69.0	12233.0	3.0			0.04080489577	SB	2mig																																			
224.5199167	-1.7868889	2MFGC12131	15.6	11.93	72.0	12299.0	3.0			0.04102504807	SB	2mig																																			
224.7975833	-4.3169444	MCG-01-38-013	22.3	11.29	83.0	6824.0	3.0	1.0	Bar,ring,HII,IRAS	0.02276241386	SB	2mig																																			
225.16475	-44.4323889	2MASX	15.7	11.79	63.0	10098.0	3.0			0.03368330233	SB	2mig																																			
225.482875	35.2747778	PGC2062027	16.7	11.78	98.0	10084.0	3.0			0.03363660336	SB	2mig																																			
225.751	-45.59375	PGC525043	16.7	11.82	85.0	12586.0	3.0	1.0		0.04198237702	SB	2mig																																			
225.8040417	49.8510833	CGCG248-049	15.9	11.63	74.0	8430.0	2.0	2.0		0.02811945323	SAB	2mig																																			
226.1690833	12.6335278	NGC5837	22.9	10.69	74.0	8676.0	3.0	1.0	Bar,IRAS	0.0289400209	SB	2mig																																			
226.334375	4.4804444	UGC09694	22.8	11.3	73.0	10446.0	3.0			0.03484410538	SB	2mig																																			
226.5822083	7.3323889	PGC1319296	15.4	11.45	65.0	15242.0	2.0			0.05084183939	SAB	2mig																																			
226.7287083	0.1862222	CGCG021-005	20.1	10.97	62.0	10534.0	2.0		Vc	0.03513764179	SAB	2mig																																			
226.8662083	-36.3273611	NGC5843	53.5	9.09	174.0	4220.0	3.0		Bar,IRAS	0.01407640482	SB	2mig																																			
226.9376667	51.4526667	MCG+09-25-022	21.1	11.26	79.0	13801.0	3.0		MRK845,IRAS	0.04603518078	SB	2mig																																			
227.0951667	-28.8444722	ESO448-013	35.5	10.07	64.0	5687.0	3.0		IRAS	0.01896979009	SB	2mig																																			
228.0091667	21.2983333	UGC09763	28.9	10.73	83.0	4703.0	3.0		Pec,loop,IRAS	0.0156875194	SB	2mig																																			
228.1326667	8.8573056	CGCG077-043	17.9	11.41	65.0	10091.0	2.0			0.03365995285	SAB	2mig																																			
229.1770417	52.0402778	PGC3491748	16.9	11.38	76.0	15878.0	2.0	1.0		0.05296330704	SAB	2mig																																			
229.4632083	-17.5892778	NGC5890	37.2	10.03	104.0	2119.0	3.0		Bar,ring,IRAS	0.007068223177	SB	2mig																																			
229.61625	-9.5909444	PGC184980	19.0	11.88	64.0	12021.0	3.0	2.0		0.04009773988	SB	2mig																																			
230.7174167	-4.9970556	PGC160481	23.1	10.96	91.0	7062.0	3.0	1.0	Bar	0.0235562964	SB	2mig																																			
230.833875	-4.1515833	MCG-01-39-005	33.9	10.41	125.0	2002.0	2.0		Bar,ring,pec,HII,IRAS	0.006677953186	SAB	2mig																																			
231.2125833	50.3150556	MCG+08-28-025	16.5	11.5	80.0	11223.0	2.0		IRAS	0.0374358984	SAB	2mig																																			
231.2480833	-34.4798333	ESO387-032	17.5	11.61	69.0	6278.0	2.0		Bar	0.0209411539	SAB	2mig																																			
231.4449583	52.4448056	UGC09853	29.2	10.71	106.0	5839.0	3.0		KIG676,IRAS	0.01947680752	SB	2mig																																			
231.4690417	7.8196944	UGC09844	27.3	11.1	60.0	11112.0	3.0	3.0	Bar,IRAS	0.03706564226	SB	2mig																																			
231.896	-64.1709444	ESO099-005	68.0	8.68	73.0	3263.0	2.0		Bar,ring,IRAS	0.01088419643	SAB	2mig																																			
232.130375	-25.1680278	PGC781942	17.3	11.6	94.0	9077.0	3.0	1.0		0.03027761292	SB	2mig																																			
232.4815833	-70.5849722	IC4541	59.6	9.24	85.0	4553.0	3.0		IRAS	0.01518717325	SB	2mig																																			
232.5035	12.9893056	NGC5936	34.6	9.57	120.0	4012.0	3.0		Bar,ring,IRAS	0.0133825915	SB	2mig																																			
232.6922083	-2.8295278	NGC5937	40.6	9.14	61.0	2808.0	3.0	1.0	Bar,IRAS	0.009366479793	SB	2mig																																			
233.3295	-30.0733889	ESO449-013	23.7	11.02	95.0	5460.0	3.0			0.0182125996	SB	2mig																																			
233.4655	11.0106944	UGC09897	18.0	11.5	82.0	10477.0	2.0		Bar,ring	0.03494751025	SAB	2mig																																			
233.5170417	22.9341944	PGC55454	22.5	11.3	97.0	5144.0	3.0		IRAS	0.01715853706	SB	2mig																																			
234.40525	-8.7211944	MCG-01-40-004	34.0	11.1	69.0	7222.0	3.0		Bar,ring	0.02408999896	SB	2mig																																			
235.19	-62.2156667	PGC2793210	26.1	10.14	63.0	5174.0	2.0			0.01725860629	SAB	2mig																																			
236.5707917	40.6458889	2MFGC12678	17.4	11.86	65.0	8409.0	3.0	1.0	IRAS	0.02804940477	SB	2mig																																			
236.6112917	-8.2439167	PGC1006230	19.7	11.6	66.0	11155.0	2.0	4.0		0.03720907482	SAB	2mig																																			
237.2145	-67.3234167	IC4571	46.0	9.64	69.0	4920.0	3.0		Bar,pec,IRAS	0.01641135348	SB	2mig																																			
238.0002917	-13.3941944	PGC160657	22.0	11.69	94.0	7223.0	3.0			0.0240933346	SB	2mig																																			
238.5580833	14.6012222	NGC6012	50.6	9.68	157.0	1854.0	2.0		Bar,ring,KIG712,IRAS	0.006184278325	SAB	2mig																																			
239.0067917	30.4172778	CGCG167-005	22.0	11.25	96.0	13980.0	3.0		Bar,Vc	0.04663226051	SB	2mig																																			
239.6950833	-32.0055	ESO451-002	19.7	11.51	74.0	7705.0	2.0			0.02570111354	SAB	2mig																																			
239.7615	51.3045	UGC10123	35.6	10.07	78.0	3748.0	2.0		IRAS	0.01250198229	SAB	2mig																																			
239.7902917	35.0298056	UGC10120	22.9	11.18	71.0	9438.0	3.0		Sy1,KIG719,Mrk493,IRAS	0.0314817793	SB	2mig																																			
240.0264583	-71.6718889	PGC267792	19.5	10.81	91.0	10863.0	2.0			0.03623506766	SAB	2mig																																			
240.2681667	-29.34575	ESO451-004	28.8	10.21	103.0	2155.0	3.0	3.0	IRAS	0.007188306252	SB	2mig																																			
241.9052917	45.0654444	MCG+08-29-048	18.4	11.11	91.0	13248.0	3.0			0.04419057133	SB	2mig																																			
242.562375	47.06175	MCG+08-29-050	19.2	11.83	62.0	8991.0	3.0			0.0299907478	SB	2mig																																			
242.6105833	12.3056667	UGC10238	26.8	11.05	71.0	10207.0	3.0		Bar,IRAS	0.0340468872	SB	2mig																																			
243.236875	9.8671111	NGC6081	35.3	9.84	111.0	5114.0	2.0			0.01705846783	SAB	2mig																																			
244.315625	-11.73175	MCG-02-41-001	33.1	10.07	81.0	977.0	3.0		Bar,ring,IRAS	0.00325892121	SB	2mig																																			
244.8984167	-62.0191111	PGC3078051	22.6	10.51	60.0	5194.0	3.0			0.0173253191	SB	2mig																																			
245.6190833	-8.1679167	2MASX	16.8	11.55	74.0	8174.0	2.0		Bar,ring	0.02726552914	SAB	2mig																																			
246.00025	-6.97325	2MASX	24.8	11.75	62.0	12062.0	3.0		Bar,ring	0.04023450116	SB	2mig																																			
247.8209583	-56.1204722	PGC2793384	23.6	10.71	83.0	5952.0	3.0			0.01985373495	SB	2mig																																			
247.8396667	22.6968611	UGC10435	20.3	11.79	68.0	7296.0	3.0		Bar,ring,KIG743	0.02433683639	SB	2mig																																			
248.104	76.7395556	UGC10466	20.2	11.08	65.0	7962.0	3.0		Bar,ring,IRAS	0.02655837326	SB	2mig																																			
248.6061667	21.5408333	NGC6186	47.2	9.72	100.0	2936.0	2.0		Bar,IRAS	0.009793441835	SAB	2mig																																			
248.9949167	-5.1177778	MCG-01-42-002	37.9	10.35	74.0	8178.0	3.0		Bar,IRAS	0.02727887171	SB	2mig																																			
249.2187917	67.6294444	IC1225	25.7	11.33	63.0	8818.0	3.0		KIG756,IRAS	0.02941368191	SB	2mig																																			
249.5140417	3.7188889	CGCG052-054	19.8	11.68	61.0	11597.0	3.0	1.0	IRAS	0.03868342812	SB	2mig																																			
249.7825	-28.9821667	ESO452-010	22.4	11.49	70.0	6260.0	3.0		Bar,IRAS	0.02088111236	SB	2mig																																			
250.140625	-67.4518889	ESO101-007	21.3	11.03	68.0	6622.0	2.0		IRAS	0.02208861438	SAB	2mig																																			
250.5185	-11.0886389	PGC3870876	16.4	11.79	123.0	9060.0	3.0			0.03022090702	SB	2mig																																			
251.1537083	75.6730556	UGC10562	23.4	10.76	67.0	9531.0	2.0	1.0	IRAS	0.03179199391	SAB	2mig																																			
252.0997083	-6.2720278	PGC1034794	23.2	10.56	64.0	6312.0	3.0			0.02105456569	SB	2mig																																			
252.7215833	35.4771389	PGC3388975	16.7	11.41	61.0	9116.0	3.0			0.03040770292	SB	2mig																																			
254.26675	5.3720278	CGCG053-022	19.7	11.21	66.0	9522.0	3.0			0.03176197314	SB	2mig																																			
254.5247083	-21.2728056	ESO586-006	51.5	9.99	81.0	5999.0	3.0		Bar,ring	0.02001051007	SB	2mig																																			
256.278625	52.70625	UGC10701	19.6	11.61	70.0	10289.0	2.0			0.03432040975	SAB	2mig																																			
256.5796667	10.3751944	UGC10699	18.1	10.79	72.0	6269.0	3.0		Bar,KIG786,IRAS	0.02091113313	SB	2mig																																			
258.4746667	-60.8104167	ESO138-018	28.8	10.86	89.0	4918.0	3.0		IRAS	0.0164046822	SB	2mig																																			
258.5377917	58.8185278	UGC10774	17.3	11.59	99.0	8873.0	3.0		Ring,KIG795	0.02959714217	SB	2mig																																			
259.2477917	-62.8205278	NGC6300	116.8	7.01	80.0	1109.0	3.0		Bar,VV734,IRAS	0.003699225816	SB	2mig																																			
260.744625	-45.3829444	2MASX	24.7	9.99	95.0	6572.0	3.0			0.02192183234	SB	2mig																																			
260.9994167	21.1370833	CGCG140-018	24.5	10.77	107.0	6514.0	3.0		KIG806, IRAS	0.02172836516	SB	2mig																																			
261.35475	10.2785	UGC10844	16.9	11.02	92.0	6810.0	2.0			0.02271571488	SAB	2mig																																			
261.778875	-60.8791111	IC4653	32.0	10.26	70.0	1896.0	2.0		Bar,ring,IRAS	0.006324375245	SAB	2mig																																			
261.928	-11.5792222	PGC165734	18.2	10.88	67.0	7542.0	3.0		IRAS	0.02515740406	SB	2mig																																			
262.5347917	35.3664167	UGC10885	29.1	10.81	78.0	8042.0	3.0		IRAS	0.02682522454	SB	2mig																																			
262.6865833	56.3518056	CGCG278-007	19.8	11.01	74.0	9110.0	2.0		Vc	0.03038768907	SAB	2mig																																			
263.4082917	72.9701667	CGCG339-052	15.2	11.4	105.0	12285.0	3.0			0.0409783491	SB	2mig																																			
264.562875	28.4553333	CGCG170-038	15.8	11.4	104.0	7897.0	3.0	1.0		0.0263415566	SB	2mig																																			
264.6135	24.9534167	UGC10926	22.4	11.07	108.0	6201.0	2.0		IRAS	0.02068430954	SAB	2mig																																			
264.6971667	18.8778611	NGC6408	36.4	10.18	106.0	3938.0	3.0		Bar,IRAS	0.01313575407	SB	2mig																																			
265.4492083	23.67225	NGC6417	35.4	10.25	73.0	3315.0	2.0		Bar,ring,IRAS	0.01105764976	SAB	2mig																																			
266.3094167	18.1388611	UGC10966	28.0	10.33	113.0	3061.0	2.0		IRAS	0.01021039695	SAB	2mig																																			
267.1190417	12.5278889	CGCG083-024	15.2	11.76	72.0	6429.0	3.0		KIG831	0.02144483568	SB	2mig																																			
267.2440417	-63.2545	IC4664	31.5	9.92	74.0	5025.0	3.0		Bar,ring,IRAS	0.01676159578	SB	2mig																																			
267.667375	17.5378611	NGC6467	24.9	10.87	84.0	3036.0	2.0			0.01012700593	SAB	2mig																																			
268.3264583	-3.335	PGC201132	15.6	11.88	81.0	7781.0	3.0			0.02595462225	SB	2mig																																			
270.5394583	12.86725	CGCG084-012	20.1	11.16	82.0	14559.0	3.0		IRAS	0.04856359662	SB	2mig																																			
272.3589583	38.7943611	UGC11132	33.1	10.79	82.0	2836.0	3.0		KIG847,IRAS	0.00945987774	SB	2mig																																			
272.541375	-0.1721111	PGC166890	37.0	10.46	79.0	6765.0	2.0			0.02256561104	SAB	2mig																																			
273.3734583	-64.4767222	IC4680	41.0	9.86	64.0	4493.0	2.0	2.0		0.0149870348	SAB	2mig																																			
274.011	6.7468056	UGC11177	31.0	10.45	66.0	6155.0	3.0		Bar,IRAS	0.02053087006	SB	2mig																																			
274.137625	-52.9135278	ESO182-006	25.1	10.83	73.0	6781.0	2.0		IRAS	0.0226189813	SAB	2mig																																			
274.6213333	36.3203333	UGC11199	15.9	10.96	67.0	6416.0	2.0			0.02140147235	SAB	2mig																																			
